DepartamentoDelPredio,MunicipioDelPredio,CodigoDANE,GrupoEtarioDelSolicitante,NumeroDeSolicitantes
Meta,San Juanito,50686,Mayor Adulto Entre 70-79 Años,5
Tolima,Coello,73200,Adulto,1
Valle Del Cauca,Guacarí,76318,Mayor Adulto Entre 70-79 Años,2
Antioquia,Maceo,05425,Nonagenario,1
Meta,Puerto López,50573,Mayor Adulto Entre 70-79 Años,45
Meta,Lejanías,50400,Adulto,63
Guaviare,San José Del Guaviare,95001,Adolescencia,1
Magdalena,Cerro San Antonio,47161,Mayor Adulto Entre 70-79 Años,2
Santander,Betulia,68092,Nonagenario,3
Boyacá,Viracachá,15879,Mayor Adulto Entre 70-79 Años,1
Meta,Puerto Rico,50590,Mayor Joven Entre 60-69 Años,199
Magdalena,Santa Marta,47001,Mayor Adulto Entre 70-79 Años,115
Sucre,La Unión,70400,Mayor Adulto Entre 70-79 Años,2
Bolívar,El Guamo,13248,NoReporta,1
Huila,Nátaga,41483,Mayor Adulto Entre 70-79 Años,4
Norte Santander,Cachirá,54128,Nonagenario,4
Antioquia,Nariño,05483,Mayor Mayor Entre 80-89 Años,21
Cesar,El Copey,20238,Adulto,161
Bolívar,Turbaná,13838,Mayor Joven Entre 60-69 Años,9
Valle Del Cauca,El Cerrito,76248,Nonagenario,1
Norte Santander,La Playa,54398,NoReporta,1
Casanare,Monterrey,85162,NoReporta,1
Cauca,López,19418,Adolescencia,1
Chocó,Unión Panamericana,27810,Adulto,2
La Guajira,Riohacha,44001,Adulto,123
Casanare,Monterrey,85162,Mayor Mayor Entre 80-89 Años,5
Meta,Fuente De Oro,50287,Adulto Joven,1
Huila,Timaná,41807,Adulto,1
Antioquia,Remedios,05604,Adolescencia,1
Caldas,Anserma,17042,NoReporta,2
Bolívar,Arjona,13052,Mayor Mayor Entre 80-89 Años,21
Chocó,Istmina,27361,Mayor Mayor Entre 80-89 Años,4
Córdoba,San Bernardo Del Viento,23675,Mayor Joven Entre 60-69 Años,4
Bolívar,Zambrano,13894,Mayor Mayor Entre 80-89 Años,49
Sucre,Buenavista,70110,Adulto,9
Nariño,Pasto,52001,NoReporta,3
Meta,La Macarena,50350,Mayor Adulto Entre 70-79 Años,68
Cesar,Tamalameque,20787,Adulto Joven,2
Córdoba,Los Córdobas,23419,Mayor Adulto Entre 70-79 Años,5
Cundinamarca,Nilo,25488,Adulto,1
Cundinamarca,Guayabetal,25335,Mayor Adulto Entre 70-79 Años,6
Huila,Gigante,41306,Mayor Joven Entre 60-69 Años,30
Valle Del Cauca,Caicedonia,76122,Mayor Adulto Entre 70-79 Años,2
Valle Del Cauca,Cartago,76147,Mayor Adulto Entre 70-79 Años,4
Santander,Sucre,68773,Mayor Mayor Entre 80-89 Años,1
Antioquia,Cocorná,05197,Mayor Adulto Entre 70-79 Años,51
Caldas,Filadelfia,17272,Mayor Joven Entre 60-69 Años,6
Córdoba,Puerto Libertador,23580,Primera Infancia,1
Chocó,Atrato,27050,Mayor Adulto Entre 70-79 Años,2
Norte Santander,Sardinata,54720,Mayor Joven Entre 60-69 Años,93
Huila,Oporapa,41503,Adulto,15
Antioquia,Concepción,05206,Mayor Joven Entre 60-69 Años,6
Nariño,El Tambo,52260,Mayor Joven Entre 60-69 Años,1
Meta,Cumaral,50226,Mayor Mayor Entre 80-89 Años,5
Bolívar,San Jacinto,13654,Mayor Adulto Entre 70-79 Años,227
Vichada,Santa Rosalía,99624,Nonagenario,1
Guaviare,Calamar,95015,Adulto,97
Meta,San Juanito,50686,Adulto,3
Risaralda,Balboa,66075,Mayor Joven Entre 60-69 Años,4
Cauca,Suárez,19780,Adulto Joven,2
Antioquia,San Francisco,05652,NoReporta,4
Nariño,Buesaco,52110,NoReporta,3
Caldas,Pensilvania,17541,Mayor Adulto Entre 70-79 Años,65
Chocó,Bajo Baudó,27077,Mayor Joven Entre 60-69 Años,4
Córdoba,Canalete,23090,Mayor Joven Entre 60-69 Años,38
Córdoba,Montelíbano,23466,Nonagenario,9
Córdoba,Puerto Libertador,23580,Nonagenario,10
Caldas,Filadelfia,17272,Adulto,3
Huila,Aipe,41016,Adulto Joven,2
Meta,El Castillo,50251,Adolescencia,1
Meta,Mapiripán,50325,Adolescencia,3
Putumayo,Puerto Leguízamo,86573,NoReporta,2
Antioquia,Sonsón,05756,Adolescencia,1
Cauca,Miranda,19455,Mayor Joven Entre 60-69 Años,12
Magdalena,Chibolo,47170,Adulto Joven,2
Santander,Guouepsa,68327,Mayor Mayor Entre 80-89 Años,1
Sucre,San Benito Abad,70678,Mayor Joven Entre 60-69 Años,22
Valle Del Cauca,El Cairo,76246,Mayor Joven Entre 60-69 Años,14
Huila,Iquira,41357,Adulto,44
Antioquia,Rionegro,05615,Mayor Joven Entre 60-69 Años,10
Norte Santander,Puerto Santander,54553,Mayor Adulto Entre 70-79 Años,2
Cesar,Manaure,20443,NoReporta,1
Sucre,San Juan De Betulia,70702,Nonagenario,2
Cauca,Patía,19532,Mayor Joven Entre 60-69 Años,63
Sucre,San Benito Abad,70678,Adulto,30
Boyacá,Belén,15087,Mayor Adulto Entre 70-79 Años,1
Magdalena,Pijiño Del Carmen,47545,Nonagenario,2
Cundinamarca,Anapoima,25035,Mayor Joven Entre 60-69 Años,2
Tolima,Saldaña,73671,Nonagenario,1
Huila,Algeciras,41020,Nonagenario,4
Magdalena,Tenerife,47798,Mayor Mayor Entre 80-89 Años,20
Nariño,San Pedro De Cartago,52694,Adulto,4
Bolívar,Magangué,13430,Adulto Joven,1
Norte Santander,El Tarra,54250,Mayor Joven Entre 60-69 Años,51
Antioquia,San Francisco,05652,Mayor Mayor Entre 80-89 Años,18
Cesar,El Copey,20238,Mayor Adulto Entre 70-79 Años,148
Chocó,Acandí,27006,Nonagenario,6
Córdoba,Tierralta,23807,Adulto,288
Tolima,Ibagué,73001,NoReporta,1
Nariño,Santa Bárbara,52696,NoReporta,1
Bolívar,Cartagena,13001,Mayor Joven Entre 60-69 Años,28
Putumayo,Puerto Asís,86568,Primera Infancia,1
Cundinamarca,Tena,25797,Adulto,1
Sucre,Coloso,70204,NoReporta,3
La Guajira,Maicao,44430,Nonagenario,2
Cundinamarca,Manta,25436,NoReporta,2
Caquetá,Florencia,18001,Adulto Joven,3
Santander,Coromoro,68217,Adulto,3
Atlántico,Polonuevo,08558,Mayor Adulto Entre 70-79 Años,2
Cesar,Pailitas,20517,Adulto Joven,2
Caquetá,Florencia,18001,Mayor Joven Entre 60-69 Años,174
Cundinamarca,Paratebueno,25530,Mayor Mayor Entre 80-89 Años,4
Putumayo,Villa Garzón,86885,NoReporta,2
Meta,Puerto Rico,50590,Mayor Adulto Entre 70-79 Años,110
Atlántico,Ponedera,08560,Adulto,72
Arauca,Arauquita,81065,Mayor Joven Entre 60-69 Años,123
Cesar,Agustín Codazzi,20013,Adulto,163
La Guajira,Dibulla,44090,Nonagenario,2
Meta,Puerto López,50573,NoReporta,9
Nariño,La Unión,52399,Nonagenario,5
Tolima,Dolores,73236,Mayor Joven Entre 60-69 Años,46
Norte Santander,Ocaña,54498,Centenario,1
Cauca,Caloto,19142,Mayor Adulto Entre 70-79 Años,13
Putumayo,Villa Garzón,86885,Mayor Mayor Entre 80-89 Años,49
Valle Del Cauca,Pradera,76563,Mayor Adulto Entre 70-79 Años,15
Cauca,Sucre,19785,Adulto,31
Magdalena,Santa Marta,47001,Adulto Joven,3
Antioquia,Nariño,05483,NoReporta,4
Antioquia,Santafé De Antioquia,05042,Nonagenario,3
Tolima,Casabianca,73152,Mayor Mayor Entre 80-89 Años,3
Boyacá,Puerto Boyacá,15572,Mayor Joven Entre 60-69 Años,26
Antioquia,Ciudad Bolívar,05101,Nonagenario,10
Córdoba,Montería,23001,Adulto,233
Casanare,Sabanalarga,85300,Mayor Adulto Entre 70-79 Años,9
Antioquia,Puerto Triunfo,05591,Mayor Adulto Entre 70-79 Años,40
Cauca,San Sebastián,19693,Mayor Joven Entre 60-69 Años,18
Caquetá,San Vicente Del Caguán,18753,Mayor Joven Entre 60-69 Años,258
Antioquia,Pueblorrico,05576,Mayor Adulto Entre 70-79 Años,3
Magdalena,Nueva Granada,47460,NoReporta,1
Bolívar,Montecristo,13458,Nonagenario,3
Norte Santander,Bucarasica,54109,Mayor Joven Entre 60-69 Años,8
Boyacá,Buenavista,15109,Adulto,1
Norte Santander,Salazar,54660,Mayor Adulto Entre 70-79 Años,14
Cundinamarca,Beltrán,25086,Adulto,1
Magdalena,Remolino,47605,NoReporta,1
Valle Del Cauca,El Aguila,76243,Mayor Mayor Entre 80-89 Años,7
Norte Santander,La Esperanza,54385,Adulto,60
Putumayo,Santiago,86760,Adulto,65
Magdalena,Remolino,47605,Adulto,233
Caldas,La Merced,17388,NoReporta,0
Casanare,Nunchía,85225,Mayor Adulto Entre 70-79 Años,18
Santander,Puerto Wilches,68575,Mayor Joven Entre 60-69 Años,77
Antioquia,Necoclí,05490,Adulto,209
Nariño,Guachucal,52317,Nonagenario,1
Cundinamarca,Vergara,25862,Adulto,16
Tolima,Ataco,73067,Mayor Mayor Entre 80-89 Años,131
La Guajira,Urumita,44855,Mayor Joven Entre 60-69 Años,10
Nariño,San Bernardo,52685,Adulto,2
Nariño,Ricaurte,52612,Nonagenario,4
Cundinamarca,Soacha,25754,Mayor Joven Entre 60-69 Años,11
Norte Santander,El Tarra,54250,Infancia,1
Bolívar,Turbaco,13836,Mayor Adulto Entre 70-79 Años,9
Cauca,Silvia,19743,Mayor Joven Entre 60-69 Años,11
Huila,Santa María,41676,Adulto,13
Caquetá,Curillo,18205,Adulto Joven,1
Norte Santander,El Carmen,54245,Centenario,1
Chocó,Bahía Solano,27075,Adulto Joven,0
Tolima,Coyaima,73217,Centenario,3
Cauca,Miranda,19455,Adulto Joven,0
Meta,Cumaral,50226,Adulto Joven,1
Cundinamarca,Agua De Dios,25001,Mayor Mayor Entre 80-89 Años,3
Bolívar,Morales,13473,Mayor Mayor Entre 80-89 Años,16
Antioquia,Puerto Berrío,05579,Mayor Mayor Entre 80-89 Años,6
Cauca,Toribio,19821,Adulto,26
Caldas,Supía,17777,Mayor Joven Entre 60-69 Años,5
Tolima,Palocabildo,73520,Mayor Mayor Entre 80-89 Años,5
Tolima,Santa Isabel,73686,Mayor Mayor Entre 80-89 Años,8
Córdoba,Valencia,23855,Centenario,9
Tolima,Anzoátegui,73043,NoReporta,2
Meta,Villavicencio,50001,NoReporta,8
Tolima,Dolores,73236,Mayor Mayor Entre 80-89 Años,21
San Andrés,San Andrés,88001,Adulto,1
Nariño,Tumaco,52835,Nonagenario,12
Risaralda,Dosquebradas,66170,Mayor Joven Entre 60-69 Años,6
Cauca,Patía,19532,Adulto,128
Tolima,Villarrica,73873,Nonagenario,6
Valle Del Cauca,Tuluá,76834,Mayor Adulto Entre 70-79 Años,107
Caldas,Riosucio,17614,Mayor Joven Entre 60-69 Años,18
Atlántico,Sabanalarga,08638,Mayor Joven Entre 60-69 Años,6
Caquetá,Florencia,18001,NoReporta,7
Chocó,Carmen del Darién,27150,Adulto Joven,1
Meta,Puerto Rico,50590,Adulto Joven,4
Antioquia,San José De La Montaña,05658,Adulto,2
Boyacá,San Pablo De Borbur,15681,Centenario,1
Caldas,Pensilvania,17541,Mayor Mayor Entre 80-89 Años,46
Risaralda,Guática,66318,Adulto,30
Cauca,Guapí,19318,Nonagenario,1
Santander,Macaravita,68425,Mayor Mayor Entre 80-89 Años,2
Nariño,Ipiales,52356,Nonagenario,2
Antioquia,San Luis,05660,Adulto,106
Chocó,Nóvita,27491,Mayor Adulto Entre 70-79 Años,6
Cauca,Corinto,19212,Mayor Adulto Entre 70-79 Años,11
Huila,Isnos,41359,Centenario,2
Tolima,Líbano,73411,NoReporta,1
Meta,La Macarena,50350,Adulto,282
Atlántico,Soledad,08758,Mayor Mayor Entre 80-89 Años,1
Antioquia,El Carmen De Viboral,05148,Mayor Mayor Entre 80-89 Años,17
Bolívar,San Jacinto,13654,Centenario,13
Cundinamarca,Medina,25438,Adulto Joven,2
Nariño,Roberto Payán,52621,Adulto,83
Sucre,El Roble,70233,Nonagenario,2
Cesar,San Martín,20770,Adulto,76
Cesar,Valledupar,20001,NoReporta,14
Cundinamarca,Medina,25438,Mayor Adulto Entre 70-79 Años,17
Cundinamarca,Medina,25438,Nonagenario,7
Risaralda,Santuario,66687,Mayor Joven Entre 60-69 Años,14
Cundinamarca,Pacho,25513,Adulto,15
Meta,El Dorado,50270,Nonagenario,6
Chocó,Medio Baudó,27430,Adulto Joven,1
Vaupés,Taraira,97666,Adulto,1
Valle Del Cauca,Bugalagrande,76113,NoReporta,5
Huila,Baraya,41078,Nonagenario,5
Tolima,Valle De San Juan,73854,Centenario,1
Nariño,Policarpa,52540,Mayor Mayor Entre 80-89 Años,20
Cauca,Argelia,19050,Nonagenario,2
Nariño,Tangua,52788,Mayor Adulto Entre 70-79 Años,34
Casanare,Aguazul,85010,Nonagenario,2
Antioquia,Bello,05088,Adulto,72
Magdalena,Sabanas de San Ángel,47660,NoReporta,3
Putumayo,San Francisco,86755,Mayor Adulto Entre 70-79 Años,13
Sucre,Chalán,70230,Mayor Adulto Entre 70-79 Años,32
Santander,Concepción,68207,Mayor Joven Entre 60-69 Años,7
Cauca,Sucre,19785,Mayor Joven Entre 60-69 Años,14
Valle Del Cauca,Cali,76001,NoReporta,43
Cauca,Paez,19517,NoReporta,2
Cundinamarca,Bituima,25095,Nonagenario,1
Bolívar,Santa Rosa Del Sur,13688,Adulto Joven,2
Antioquia,Jericó,05368,Mayor Mayor Entre 80-89 Años,1
Cauca,Sotará,19760,Mayor Joven Entre 60-69 Años,7
Antioquia,Frontino,05284,Mayor Joven Entre 60-69 Años,40
Cundinamarca,Fosca,25281,Adulto,1
Boyacá,Miraflores,15455,Mayor Joven Entre 60-69 Años,9
Caquetá,Belén De Los Andaquies,18094,Adulto,78
Antioquia,Yalí,05885,Adulto,10
Tolima,Honda,73349,Adulto,9
Santander,Galán,68296,Adulto,2
Antioquia,Argelia,05055,Mayor Adulto Entre 70-79 Años,77
Antioquia,Buriticá,05113,NoReporta,1
Antioquia,Granada,05313,Mayor Mayor Entre 80-89 Años,93
Nariño,La Tola,52390,Adulto,14
Amazonas,La Victoria,91430,Mayor Joven Entre 60-69 Años,3
Cauca,Totoró,19824,Mayor Joven Entre 60-69 Años,7
Nariño,Tumaco,52835,Mayor Mayor Entre 80-89 Años,79
Nariño,El Charco,52250,Adulto,57
Antioquia,Urrao,05847,Nonagenario,5
Antioquia,Chigorodó,05172,Centenario,2
Nariño,Los Andes,52418,Mayor Mayor Entre 80-89 Años,46
Valle Del Cauca,Sevilla,76736,Mayor Adulto Entre 70-79 Años,16
Valle Del Cauca,Ginebra,76306,NoReporta,1
Cundinamarca,La Palma,25394,Mayor Joven Entre 60-69 Años,216
Valle Del Cauca,Restrepo,76606,Nonagenario,0
Bolívar,María La Baja,13442,Nonagenario,33
Meta,Acacías,50006,Nonagenario,2
Antioquia,El Carmen De Viboral,05148,Mayor Adulto Entre 70-79 Años,55
Norte Santander,Teorama,54800,Mayor Joven Entre 60-69 Años,19
Norte Santander,Tibú,54810,Adulto,677
Huila,Rivera,41615,Mayor Mayor Entre 80-89 Años,2
Tolima,Ataco,73067,Adulto,519
Antioquia,Briceño,05107,Mayor Joven Entre 60-69 Años,15
Boyacá,Santa María,15690,Adulto,1
Cundinamarca,Yacopí,25885,Adulto Joven,0
Santander,Puerto Wilches,68575,NoReporta,7
Santander,Coromoro,68217,NoReporta,1
Nariño,Consaca,52207,Adulto,15
Bolívar,Norosí,13490,Mayor Adulto Entre 70-79 Años,7
Boyacá,Mongua,15464,Nonagenario,0
Cundinamarca,Medina,25438,Adulto,57
Norte Santander,Convención,54206,Adulto,47
Magdalena,Sitionuevo,47745,Mayor Adulto Entre 70-79 Años,127
Cesar,San Diego,20750,Mayor Mayor Entre 80-89 Años,34
Cesar,Tamalameque,20787,NoReporta,5
Valle Del Cauca,Candelaria,76130,Adulto,4
Putumayo,San Miguel,86757,Adolescencia,1
Córdoba,San Pelayo,23686,Adulto,2
Córdoba,Montería,23001,Centenario,11
Córdoba,Puerto Escondido,23574,Adulto,6
Córdoba,Los Córdobas,23419,Mayor Joven Entre 60-69 Años,4
Huila,La Plata,41396,Adulto Joven,2
Bolívar,Río Viejo,13600,Nonagenario,1
La Guajira,Distracción,44098,Nonagenario,1
Guaviare,El Retorno,95025,Adulto,136
Valle Del Cauca,Caicedonia,76122,Mayor Mayor Entre 80-89 Años,2
Risaralda,Santuario,66687,Mayor Adulto Entre 70-79 Años,13
Tolima,Líbano,73411,Centenario,4
Antioquia,Amalfi,05031,Mayor Mayor Entre 80-89 Años,9
Magdalena,Santa Bárbara De Pinto,47720,Adulto,1
Arauca,Tame,81794,Mayor Adulto Entre 70-79 Años,111
Casanare,Orocué,85230,Mayor Mayor Entre 80-89 Años,9
Boyacá,Aquitania,15047,Adulto,12
Risaralda,Apía,66045,Adulto Joven,1
Casanare,Támara,85400,Adulto,17
Tolima,Villarrica,73873,Infancia,1
Sucre,Sincelejo,70001,Mayor Mayor Entre 80-89 Años,19
Córdoba,Canalete,23090,Adulto,35
Nariño,Ancuyá,52036,Adulto Joven,2
Antioquia,Armenia,05059,NoReporta,4
Cesar,Pelaya,20550,NoReporta,3
Meta,Puerto Concordia,50450,Adulto,112
Antioquia,Dabeiba,05234,Mayor Mayor Entre 80-89 Años,60
Cesar,Río De Oro,20614,Nonagenario,2
Tolima,Chaparral,73168,Centenario,1
Bolívar,María La Baja,13442,Mayor Adulto Entre 70-79 Años,111
Antioquia,Buriticá,05113,Nonagenario,1
Cundinamarca,Bituima,25095,Mayor Joven Entre 60-69 Años,1
Cundinamarca,Viotá,25878,NoReporta,3
Tolima,Murillo,73461,Adulto,14
Cundinamarca,Yacopí,25885,Mayor Mayor Entre 80-89 Años,23
Caldas,La Merced,17388,Adulto,2
Boyacá,Labranzagrande,15377,Adulto,21
Caquetá,San José Del Fragua,18610,Mayor Joven Entre 60-69 Años,67
Antioquia,Granada,05313,Centenario,3
Quindío,Pijao,63548,Nonagenario,1
Casanare,San Luis De Palenque,85325,Mayor Mayor Entre 80-89 Años,7
Santander,Contratación,68211,NoReporta,0
Cundinamarca,Viotá,25878,Mayor Adulto Entre 70-79 Años,31
Valle Del Cauca,Tuluá,76834,Mayor Joven Entre 60-69 Años,145
Antioquia,Yondó,05893,Mayor Joven Entre 60-69 Años,63
Santander,Guaca,68318,Mayor Joven Entre 60-69 Años,2
Antioquia,Apartadó,05045,Mayor Adulto Entre 70-79 Años,125
Meta,Acacías,50006,Adulto,72
Norte Santander,Arboledas,54051,Mayor Adulto Entre 70-79 Años,18
Cundinamarca,Sibaté,25740,Adulto,1
Magdalena,Nueva Granada,47460,Nonagenario,1
Bolívar,Achí,13006,Adulto,59
Bolívar,Zambrano,13894,Adulto,92
Antioquia,Fredonia,05282,Nonagenario,1
Boyacá,San Pablo De Borbur,15681,Mayor Joven Entre 60-69 Años,2
Antioquia,Chigorodó,05172,NoReporta,2
Meta,San Juan De Arama,50683,Adulto,87
Bolívar,San Pablo,13670,Mayor Joven Entre 60-69 Años,50
Nariño,El Peñol,52254,Mayor Mayor Entre 80-89 Años,1
Tolima,Anzoátegui,73043,Mayor Mayor Entre 80-89 Años,13
Cesar,Chiriguaná,20178,Mayor Joven Entre 60-69 Años,74
Quindío,Córdoba,63212,Adulto,5
Antioquia,Argelia,05055,Adulto Joven,6
Putumayo,San Francisco,86755,Primera Infancia,1
Tolima,Fresno,73283,Adulto,22
Antioquia,La Unión,05400,Mayor Adulto Entre 70-79 Años,10
Tolima,Villahermosa,73870,Mayor Adulto Entre 70-79 Años,16
Bolívar,Altos Del Rosario,13030,Mayor Joven Entre 60-69 Años,12
Santander,Sucre,68773,Mayor Joven Entre 60-69 Años,4
Bolívar,Santa Catalina,13673,Mayor Joven Entre 60-69 Años,2
Caquetá,Curillo,18205,Adolescencia,1
Huila,Aipe,41016,Mayor Adulto Entre 70-79 Años,5
Putumayo,Puerto Leguízamo,86573,Mayor Adulto Entre 70-79 Años,66
Magdalena,Ariguaní,47058,Mayor Mayor Entre 80-89 Años,11
Casanare,Paz De Ariporo,85250,Adulto Joven,2
Cundinamarca,El Colegio,25245,Adulto,2
Boyacá,Gachantivá,15293,Adulto,1
Tolima,Natagaima,73483,Adulto,100
Cundinamarca,Pacho,25513,Mayor Adulto Entre 70-79 Años,4
Cundinamarca,San Francisco,25658,Mayor Joven Entre 60-69 Años,5
Cesar,San Martín,20770,NoReporta,3
Magdalena,Aracataca,47053,NoReporta,2
Santander,La Belleza,68377,Mayor Adulto Entre 70-79 Años,1
Antioquia,San Juan De Urabá,05659,Adulto,9
Magdalena,Santa Ana,47707,Mayor Adulto Entre 70-79 Años,35
Cauca,Santander De Quilichao,19698,Mayor Adulto Entre 70-79 Años,42
Nariño,Leiva,52405,Mayor Adulto Entre 70-79 Años,13
Norte Santander,Convención,54206,Mayor Joven Entre 60-69 Años,41
Chocó,Carmen del Darién,27150,NoReporta,3
Risaralda,Pueblo Rico,66572,Adulto Joven,1
Valle Del Cauca,La Victoria,76403,Adulto,3
Casanare,Nunchía,85225,Mayor Joven Entre 60-69 Años,19
Chocó,Medio Atrato,27425,Mayor Mayor Entre 80-89 Años,2
Bolívar,Norosí,13490,Mayor Joven Entre 60-69 Años,6
Sucre,Palmito,70523,Centenario,1
Cundinamarca,Guatavita,25326,Adulto,0
Chocó,Riosucio,27615,Nonagenario,72
Meta,Cabuyaro,50124,Mayor Joven Entre 60-69 Años,12
Caquetá,Puerto Rico,18592,NoReporta,3
Bolívar,Achí,13006,Adulto Joven,3
Atlántico,Baranoa,08078,Mayor Joven Entre 60-69 Años,2
Boyacá,Guacamayas,15317,Adulto,1
Norte Santander,Villa Del Rosario,54874,Mayor Mayor Entre 80-89 Años,4
Nariño,Cumbal,52227,Mayor Mayor Entre 80-89 Años,7
Cesar,La Paz,20621,Centenario,1
Magdalena,Ariguaní,47058,NoReporta,1
Santander,Contratación,68211,Adulto,1
Bolívar,San Juan Nepomuceno,13657,Nonagenario,31
Chocó,Bajo Baudó,27077,NoReporta,1
Bolívar,Turbaná,13838,Adulto,13
Bolívar,Río Viejo,13600,Adulto,23
Córdoba,Ure,23682,Adulto Joven,27
Bolívar,San Jacinto Del Cauca,13655,NoReporta,2
Valle Del Cauca,Calima,76126,Mayor Mayor Entre 80-89 Años,10
Casanare,Maní,85139,Mayor Mayor Entre 80-89 Años,14
Casanare,Villanueva,85440,NoReporta,1
La Guajira,Villanueva,44874,Centenario,0
Guaviare,Miraflores,95200,NoReporta,3
Huila,Campoalegre,41132,Adulto,27
Antioquia,Ciudad Bolívar,05101,Mayor Joven Entre 60-69 Años,10
Valle Del Cauca,El Cairo,76246,Adulto Joven,1
Antioquia,Anza,05044,Adulto,9
Valle Del Cauca,El Aguila,76243,NoReporta,3
Bolívar,San Estanislao,13647,Mayor Joven Entre 60-69 Años,13
Casanare,San Luis De Palenque,85325,Adulto Joven,1
Antioquia,Mutatá,05480,Mayor Adulto Entre 70-79 Años,122
Santander,Jesús María,68368,Mayor Joven Entre 60-69 Años,1
Santander,Macaravita,68425,Nonagenario,17
Sucre,Los Palmitos,70418,NoReporta,0
Putumayo,Santiago,86760,Mayor Adulto Entre 70-79 Años,12
Santander,Guaca,68318,NoReporta,1
Norte Santander,Villa Del Rosario,54874,Mayor Adulto Entre 70-79 Años,9
Caldas,Marquetalia,17444,Mayor Mayor Entre 80-89 Años,3
Cesar,Río De Oro,20614,Mayor Mayor Entre 80-89 Años,6
Atlántico,Luruaco,08421,Mayor Adulto Entre 70-79 Años,2
Arauca,Tame,81794,Adulto Joven,2
Cundinamarca,Topaipí,25823,Nonagenario,5
Magdalena,El Banco,47245,Nonagenario,1
Cesar,Gamarra,20295,Centenario,3
Nariño,Samaniego,52678,Mayor Mayor Entre 80-89 Años,7
Córdoba,Ure,23682,Centenario,1
Cesar,San Martín,20770,Infancia,1
Antioquia,Carepa,05147,Adulto Joven,2
Chocó,Río Iro,27580,Mayor Joven Entre 60-69 Años,11
Huila,Pital,41548,Mayor Joven Entre 60-69 Años,1
Tolima,Purificación,73585,Mayor Adulto Entre 70-79 Años,16
Valle Del Cauca,Jamundí,76364,Adolescencia,1
Antioquia,San Luis,05660,Adulto Joven,3
Tolima,Casabianca,73152,Mayor Joven Entre 60-69 Años,27
Sucre,San Onofre,70713,Mayor Mayor Entre 80-89 Años,63
Arauca,Arauca,81001,Mayor Adulto Entre 70-79 Años,26
Bolívar,Tiquisio,13810,Adulto,26
Norte Santander,Durania,54239,Mayor Adulto Entre 70-79 Años,5
Putumayo,Puerto Leguízamo,86573,Adulto Joven,5
Santander,Bucaramanga,68001,Adulto,21
Huila,Nátaga,41483,Mayor Joven Entre 60-69 Años,11
Caldas,Anserma,17042,Mayor Adulto Entre 70-79 Años,17
Nariño,Ancuyá,52036,Mayor Mayor Entre 80-89 Años,1
Antioquia,Caldas,05129,Nonagenario,2
Valle Del Cauca,Cartago,76147,Mayor Joven Entre 60-69 Años,13
Cesar,Pelaya,20550,Mayor Joven Entre 60-69 Años,108
Cesar,Agustín Codazzi,20013,Mayor Mayor Entre 80-89 Años,113
Boyacá,Chiscas,15180,Nonagenario,3
Antioquia,San Andrés,05647,Mayor Joven Entre 60-69 Años,18
Putumayo,Puerto Guzmán,86571,Centenario,1
Antioquia,Venecia,05861,Mayor Adulto Entre 70-79 Años,2
Arauca,Fortul,81300,Mayor Mayor Entre 80-89 Años,4
Tolima,Palocabildo,73520,Mayor Joven Entre 60-69 Años,13
Meta,Puerto Gaitán,50568,Adulto Joven,7
Cundinamarca,Yacopí,25885,Centenario,1
Huila,Garzón,41298,Mayor Adulto Entre 70-79 Años,20
Antioquia,Frontino,05284,Mayor Adulto Entre 70-79 Años,32
Magdalena,Cerro San Antonio,47161,NoReporta,1
Cundinamarca,Cabrera,25120,Adulto Joven,1
Magdalena,Zapayán,47960,Mayor Adulto Entre 70-79 Años,3
Cesar,Bosconia,20060,Mayor Joven Entre 60-69 Años,14
Atlántico,Tubará,08832,Mayor Adulto Entre 70-79 Años,14
Boyacá,Páez,15514,Mayor Adulto Entre 70-79 Años,12
La Guajira,San Juan Del Cesar,44650,Nonagenario,2
Antioquia,Guarne,05318,Nonagenario,1
Norte Santander,Ragonvalia,54599,Mayor Adulto Entre 70-79 Años,4
La Guajira,Albania,44035,Adulto,12
Cauca,Caldono,19137,Mayor Joven Entre 60-69 Años,11
Norte Santander,Durania,54239,Adulto,2
Cesar,La Jagua De Ibirico,20400,Mayor Mayor Entre 80-89 Años,56
Magdalena,Santa Ana,47707,Centenario,2
Antioquia,Granada,05313,Adulto,411
Santander,Puerto Parra,68573,Mayor Adulto Entre 70-79 Años,31
